code,Date,local_price,dollar_ex,dollar_price,dollar_ppp,dollar_valuation,dollar_adj_valuation,euro_adj_valuation,sterling_adj_valuation,yen_adj_valuation,yuan_adj_valuation,country
BIGMAC_AUS,2002-04-30,3.0,1.86,1.62,1.2048192771084,-35.224770047934,,,,,,AUS
BIGMAC_AUS,2003-04-30,3.0,1.61,1.8,1.1070110701107,-31.241548440328998,,,,,,AUS
BIGMAC_AUS,2004-05-31,3.25,1.43,2.27,1.1206896551724,-21.630094043887,,,,,,AUS
BIGMAC_AUS,2005-06-30,3.25,1.3015,2.4971187091817,1.062091503268,-18.394813425434002,,,,,,AUS
BIGMAC_AUS,2006-01-31,3.25,1.3308,2.4421400661256,1.031746031746,-22.471743932519,,,,,,AUS
BIGMAC_AUS,2006-05-31,3.25,1.33253,2.4389694791112,1.0483870967742,-21.323565189962,,,,,,AUS
BIGMAC_AUS,2007-01-31,3.45,1.266865,2.7232578056857,1.0714285714286,-15.426776220941,,,,,,AUS
BIGMAC_AUS,2007-06-30,3.45,1.17,2.9487179487179,1.0117302052786,-13.527332882172,,,,,,AUS
BIGMAC_AUS,2008-06-30,3.45,1.026,3.3625730994152003,0.96638655462185,-5.8102773273052,,,,,,AUS
BIGMAC_AUS,2009-07-31,4.34,1.2869,3.3724454114539,1.2156862745098,-5.5337419760817,,,,,,AUS
BIGMAC_AUS,2010-01-31,4.35,1.09355,3.9778702391294,1.2150837988827,11.113693830431002,,,,,,AUS
BIGMAC_AUS,2010-07-31,4.35,1.1337225780851,3.8369175,1.1651785714286,2.7745758928571003,,,,,,AUS
BIGMAC_AUS,2011-07-31,4.56,0.92238158926348,4.943724,1.1217712177122,21.616826568266,11.695403757759,-18.0564401528,2.7419628458979,5.8833350807384015,8.103263015683499,AUS
BIGMAC_AUS,2012-01-31,4.8,0.97233701200836,4.93656,1.1436141064799998,17.614992780936,8.829699083676198,-7.262364285749,6.507688940640299,5.036133566314099,9.2181909968089,AUS
BIGMAC_AUS,2012-07-31,4.56,0.97432649680908,4.680156,1.053726169844,8.1491854419411,0.40561280731168,-9.5850079334696,-6.4319783855134,1.8078017194368,6.7139620660781,AUS
BIGMAC_AUS,2013-01-31,4.7,0.95909461468374,4.900455,1.076156176211,12.205423712643,-3.4427777867751,-19.910402499906002,-9.217955259917,17.358037076669,0.75924587999201,AUS
BIGMAC_AUS,2013-07-31,5.035,1.0898588632772,4.61986425,1.1049743964887,1.3869257498171002,-12.833963986464,-21.068999575452,-9.7006390835102,21.489476189341,-6.808518214315798,AUS
BIGMAC_AUS,2014-01-31,5.05,1.1288592876898,4.4735425000000015,1.0920886646243,-3.2573256442602,-17.595986586753,-29.270083903203002,-25.201030112957,25.099683762019,-18.576077071008,AUS
BIGMAC_AUS,2014-07-31,5.1,1.0593781450289002,4.814145,1.0636079249218,0.3992700729927001,-11.846416856471,-25.547998743505,-23.560022682712003,10.822601817479,-5.8304209144604,AUS
BIGMAC_AUS,2015-01-31,5.3,1.2272197336933,4.3187050000000005,1.1064718162838998,-9.8391440501044,-17.899533092507,-18.997635949314002,-20.377829812621,9.742343199197,-13.431469554541,AUS
BIGMAC_AUS,2015-07-31,5.3,1.3512600499966,3.922265,1.1064718162838998,-18.115553235908,-22.169093015620003,-18.572958678984,-23.192558386062004,6.9389292998638,-14.171058280931003,AUS
BIGMAC_AUS,2016-01-31,5.3,1.4157287463722,3.743655,1.0750507099391,-24.063793103448,-28.164063585432,-22.286403118330004,-22.29301357764,-4.004199228237,-20.675480415366,AUS
BIGMAC_AUS,2016-07-31,5.75,1.3357376611234,4.3047375,1.140873015873,-14.588541666666998,-11.023576818166001,-12.479626654539,2.4806495178727,4.3977631387833,-2.6810027782201,AUS
BIGMAC_AUS,2017-01-31,5.8,1.3566680233347,4.2751800000000015,1.1462450592884998,-15.510276679842,-11.923378053359,-10.263571462929999,7.437709697870599,9.996884047534,-5.824338710214598,AUS
BIGMAC_AUS,2017-07-31,5.9,1.3030164831585,4.527955,1.1132075471698002,-14.566886792453001,-11.701246201104,-13.026249622953,2.5842164589207,19.941711063031,-2.3577241447633,AUS
BIGMAC_AUS,2018-01-31,5.9,1.2536826929104,4.706135,1.1174242424241998,-10.86865530303,-6.3880686080015,-16.471218080424,-4.031504150756399,22.033469841843,-7.035423631362098,AUS
BIGMAC_AUS,2018-07-31,6.05,1.3398539559188,4.5154175,1.0980036297641,-18.1,-15.4,-19.5,-7.7,10.0,-12.2,AUS
BIGMAC_AUS,2019-01-31,6.1,1.4016399187048998,4.352045,1.0931899641577,-22.0,-19.2,-21.3,-8.0,2.8,-16.0,AUS
BIGMAC_AUS,2019-07-31,6.15,1.4436263894904,4.260105,1.0714285714286,-25.8,-23.4,-20.7,-9.4,2.1,-13.2,AUS
BIGMAC_AUS,2020-01-31,6.45,1.4490653528474098,4.451145000000009,1.1375661375661374,-21.497,-17.5,-15.2,-10.1,8.7,-9.9,AUS
BIGMAC_AUS,2020-07-31,6.55,1.43061516452074,4.57845000000001,1.147110332749561,-19.817,-15.5,-17.2,-5.2,8.1,-9.6,AUS
BIGMAC_AUS,2021-01-31,6.48,1.29996750081248,4.98474,1.1448763250883396,-11.9,-4.3,-15.0,1.6,18.3,-6.6000000000000005,AUS
BIGMAC_AUS,2021-07-31,6.55,1.36658694909464,4.79296249999999,1.159292035398231,-15.169,-8.072000000000001,-15.808,-9.002,21.575,-7.724,AUS
BIGMAC_AUS,2022-01-31,6.4,1.41934568164076,4.509120000000009,1.101549053356282,-22.39,-16.259,-19.096,-15.235,20.316000000000006,-20.061,AUS
BIGMAC_AUT,2011-07-31,3.09,0.6975203152791801,4.429978500000002,0.7601476014760101,8.9785608856088,11.723068400476,-18.036144426836,2.7674099063726003,5.909560194182099,8.1300379593897,AUT
BIGMAC_AUT,2012-01-31,3.09,0.7882394671501199,3.920128500000001,0.7362015810465,-6.6017864205355,-4.4690566225036,-18.594704377807,-6.507322108524799,-7.7990565737053,-4.1280375875473,AUT
BIGMAC_AUT,2012-07-31,3.19,0.82484431063637,3.8673965,0.73714615829001,-10.632085499711,-8.6844346189537,-17.770571896985,-14.902996392144,-7.4091904398512,-2.9472007823268,AUT
BIGMAC_AUT,2013-01-31,3.39,0.73694682928627,4.6000605000000006,0.77620626326711,5.327308894030099,4.0565642298968,-13.690056990127001,-2.1671558802985,26.472922926427003,8.584947871784701,AUT
BIGMAC_AUT,2013-07-31,3.39,0.77775617343963,4.3586925,0.74396488661302,-4.3447147037308,-5.506406662709,-14.4337152757,-2.1096807966001,31.702411659668,1.0255643722121,AUT
BIGMAC_AUT,2014-01-31,3.39,0.7372184746949799,4.5983655,0.73310506397549,-0.55796359704452,-1.8449735978167,-15.750501773627999,-10.903673740985,49.011707730632,-3.0124022626816,AUT
BIGMAC_AUT,2014-07-31,3.39,0.74274891372971,4.5641265,0.7069864442127199,-4.8148800834202,-0.45699590923595,-15.928818757439,-13.683996685604999,25.140854321316,6.3362652074509,AUT
BIGMAC_AUT,2015-01-31,3.39,0.8630734043930401,3.9278235,0.70772442588727,-17.999509394572,-15.148615900161,-16.283512579725002,-17.709952209597002,13.419448945443001,-10.530842217221,AUT
BIGMAC_AUT,2015-07-31,3.39,0.91270022361155,3.7142535,0.70772442588727,-22.458173277662002,-20.398615735590997,-16.720677468027,-21.445362630757,9.3715483198898,-12.218643781726,AUT
BIGMAC_AUT,2016-01-31,3.5,0.93023255813953,3.7625,0.7099391480730199,-23.68154158215,-24.182179640317006,-17.978718981598,-17.985695860323,1.3168720484799998,-16.27850242979,AUT
BIGMAC_AUT,2016-07-31,3.6,0.90830646260048,3.96342,0.71428571428571,-21.360714285714,-12.628724473629001,-14.058506958523,0.6318836491013199,2.5144122605924,-4.4366516865079015,AUT
BIGMAC_AUT,2017-01-31,3.4,0.95524669245833,3.5592900000000003,0.6719367588932801,-29.658300395257,-21.704809790043,-20.229334574973,-4.4938857712656,-2.2189229257477003,-16.283104973085,AUT
BIGMAC_AUT,2017-07-31,3.4,0.87569508297211,3.88263,0.64150943396226,-26.742830188678997,-19.250656970657,-20.462374590927,-6.1865799023169,9.6868749950135,-10.705992010288,AUT
BIGMAC_AUT,2018-01-31,3.4,0.81682662854809,4.16245,0.64393939393939,-21.16571969697,-11.516740257402,-21.047469092125002,-9.289283758321698,15.347681099433,-12.128628953917,AUT
BIGMAC_AZE,2018-07-31,3.95,1.70175,2.3211400029381,0.71687840290381,-57.9,,,,,,AZE
BIGMAC_AZE,2019-01-31,3.95,1.6965,2.3283230179782004,0.7078853046595,-58.3,,,,,,AZE
BIGMAC_AZE,2019-07-31,3.95,1.6965,2.3283230179782004,0.68815331010453,-59.4,,,,,,AZE
BIGMAC_AZE,2020-01-31,3.95,1.6965,2.3283230179781897,0.6966490299823632,-58.93600000000001,,,,,,AZE
BIGMAC_AZE,2020-07-31,3.95,1.699,2.32489699823426,0.6917688266199663,-59.284000000000006,,,,,,AZE
BIGMAC_AZE,2021-01-31,3.95,1.699,2.32489699823426,0.6978798586572451,-58.9,-26.20000000000001,-34.4,-21.6,-8.799999999999997,-27.9,AZE
BIGMAC_AZE,2021-07-31,3.95,1.699,2.32489699823426,0.6991150442477889,-58.851000000000006,-27.617000000000004,-33.709,-28.35,-4.274,-27.344,AZE
BIGMAC_AZE,2022-01-31,4.5,1.699,2.64861683343143,0.7745266781411361,-54.413,-22.183000000000003,-24.82,-21.232,11.802999999999999,-25.717,AZE
BIGMAC_BEL,2011-07-31,3.75,0.6975203152791801,5.3761875,0.92250922509225,32.255535055351,39.182069451913,2.1087157939366,28.025312836118,31.939732533388,34.705953466613,BEL
BIGMAC_BEL,2012-01-31,3.7,0.7882394671501199,4.6940050000000015,0.8815358737450001,11.83604862266,17.133717799797,-0.18621623844236,14.634531611535001,13.050692334256999,17.551852762069,BEL
BIGMAC_BEL,2012-07-31,3.8,0.82484431063637,4.60693,0.8781051415366801,6.457076834199902,11.264751110046001,0.19361774331725,3.6876559557947,12.818590541475999,18.255365385156,BEL
BIGMAC_BEL,2013-01-31,3.8,0.73694682928627,5.15641,0.8700837169365799,18.066009969709,19.50266266729,-0.87825712221163,12.355097010393,45.246493163385,24.703237054784,BEL
BIGMAC_BEL,2013-07-31,3.7,0.77775617343963,4.757275,0.8119970738844201,4.4025237746891,5.6815313436512005,-4.3027608361442,9.4804258338167,47.29583302186499,12.986880598376,BEL
BIGMAC_BEL,2014-01-31,3.95,0.7372184746949799,5.3579775000000005,0.8542079653991701,15.869039466571,17.384220395489,0.7545108030644799,6.5508632758513,78.204049073249,15.988085029675,BEL
BIGMAC_BEL,2014-07-31,3.7,0.74274891372971,4.981495,0.7716371220020899,3.8893639207508,11.728199407701002,-5.637550442568902,-3.1179366297494,40.459517505755,19.353032911638,BEL
BIGMAC_BEL,2015-01-31,3.7,0.8630734043930401,4.2870050000000015,0.77244258872651,-10.500939457203,-4.45374672323,-5.731688465006,-7.337919920221,27.715104596314006,0.74606207854255,BEL
BIGMAC_BEL,2015-07-31,3.7,0.91270022361155,4.053905,0.77244258872651,-15.367327766179994,-10.529893537943,-6.3959763780766,-11.706412728090001,22.931079183201,-1.3357951145043,BEL
BIGMAC_BEL,2016-01-31,3.95,0.93023255813953,4.24625,0.80121703853955,-13.869168356998,-14.443358846409,-7.443061884949,-7.4509349457491,14.331053353065,-5.5244520288977,BEL
BIGMAC_BEL,2016-07-31,3.95,0.90830646260048,4.3487525,0.7837301587301599,-13.715228174603,-0.8373703769821501,-2.4601118344782003,14.212847946239998,16.349436731644,8.4602789332759,BEL
BIGMAC_BEL,2017-01-31,3.95,0.95524669245833,4.1350574999999985,0.7806324110671898,-18.279496047431,-5.8519604502819,-4.0777378124601,14.84375215814,17.579338997889,0.66750617551037,BEL
BIGMAC_BEL,2017-07-31,4.05,0.87569508297211,4.6248974999999986,0.76415094339623,-12.737783018868,-0.93228597892313,-2.4188874814959,15.095438859474001,34.569862195942996,9.550776705464699,BEL
BIGMAC_BEL,2018-01-31,4.1,0.81682662854809,5.019425,0.77651515151515,-4.935132575757599,9.697039391629,-2.1186728623599,12.458526525281,43.002180910905,8.9384509463101,BEL
BIGMAC_BHR,2018-07-31,1.2,0.37955,3.1616387827691,0.21778584392015,-42.6,,,,,,BHR
BIGMAC_BHR,2019-01-31,1.2,0.377,3.183023872679,0.21505376344086,-43.0,,,,,,BHR
BIGMAC_BHR,2019-07-31,1.4,0.377,3.7135278514589,0.24390243902439,-35.3,,,,,,BHR
BIGMAC_BHR,2020-01-31,1.4,0.377,3.7135278514588896,0.24691358024691384,-34.506,,,,,,BHR
BIGMAC_BHR,2020-07-31,1.4,0.37705,3.71303540644477,0.2451838879159371,-34.973,,,,,,BHR
BIGMAC_BHR,2021-01-31,1.5,0.377,3.97877984084881,0.2650176678445232,-29.7,-1.2,-12.3,4.8,22.0,-3.6,BHR
BIGMAC_BHR,2021-07-31,1.5,0.377,3.97877984084881,0.26548672566371706,-29.579,0.453,-8.001,-0.5640000000000001,32.849000000000004,0.8320000000000001,BHR
BIGMAC_BHR,2022-01-31,1.5,0.377,3.97877984084881,0.2581755593803789,-31.518,-5.075,-8.291,-3.915,36.384,-9.385,BHR
BIGMAC_BRA,2000-04-30,2.95,1.79,1.65,1.1752988047809,-34.340848894923,,,,,,BRA
BIGMAC_BRA,2001-04-30,3.6,2.19,1.64,1.4173228346457,-35.282062344947,,,,,,BRA
BIGMAC_BRA,2002-04-30,3.6,2.34,1.55,1.4457831325301,-38.214396045721,,,,,,BRA
BIGMAC_BRA,2003-04-30,4.55,3.07,1.44,1.6789667896679,-45.310528023847,,,,,,BRA
BIGMAC_BRA,2004-05-31,5.4,3.18,1.7,1.8620689655172,-41.444372153546,,,,,,BRA
BIGMAC_BRA,2005-06-30,5.9,2.4648,2.3937033430704,1.9281045751634,-21.774400553253997,,,,,,BRA
BIGMAC_BRA,2006-01-31,6.2,2.2615,2.7415432235242,1.968253968254,-12.966881792881999,,,,,,BRA
BIGMAC_BRA,2006-05-31,6.4,2.3045,2.7771750922109,2.0645161290323,-10.413706702874,,,,,,BRA
BIGMAC_BRA,2007-01-31,6.4,2.1335,2.9997656433091,1.9875776397516,-6.839576294747901,,,,,,BRA
BIGMAC_BRA,2007-06-30,6.9,1.913,3.606900156821701,2.0234604105572,5.7741981472653,,,,,,BRA
BIGMAC_BRA,2008-06-30,7.5,1.5846,4.7330556607346,2.1008403361345,32.578589936543004,,,,,,BRA
BIGMAC_BRA,2009-07-31,8.03,1.9971,4.0208302037955,2.249299719888,12.628297025083999,,,,,,BRA
BIGMAC_BRA,2010-01-31,8.2,1.7233,4.7583125398944,2.2905027932961004,32.913758097609,,,,,,BRA
BIGMAC_BRA,2010-07-31,8.71,1.77495,4.9071804839572986,2.3330357142857,31.442334391713,,,,,,BRA
BIGMAC_BRA,2011-07-31,9.5,1.5416,6.162428645563098,2.3370233702337004,51.597260653458,148.51581523828997,82.319682760802,128.59492688889,135.58429848024,140.52350978135001,BRA
BIGMAC_BRA,2012-01-31,10.25,1.805,5.6786703601108,2.4420926232125,35.295990205679004,109.57406395457,78.58547218099301,105.1025538216,102.26877000406,110.32218537486,BRA
BIGMAC_BRA,2012-07-31,10.08,2.04215,4.9359743407683,2.3292894280763,14.060643345310002,72.45551611580599,55.29574179646401,60.711348781152,74.863899529555,83.290663642341,BRA
BIGMAC_BRA,2013-01-31,11.25,1.99335,5.643765520355201,2.5759057409307005,29.224960038662,89.815124280721,57.44256674557801,78.462104748046,130.70599881029,98.075590212276,BRA
BIGMAC_BRA,2013-07-31,12.0,2.27065,5.2848303349261,2.6335040234089,15.980182917179,70.897037881231,54.751492513239,77.040209799147,138.19130207178998,82.710479004265,BRA
BIGMAC_BRA,2014-01-31,12.4,2.36305,5.247455618797701,2.6815642458101,13.478946522928,72.65189924094301,48.192470748050006,56.717903380519,162.10735498571998,70.598425429104,BRA
BIGMAC_BRA,2014-07-31,13.0,2.22025,5.8551964868821,2.7111574556830003,22.110458537687002,86.844601129138,57.803619342238996,62.017204098383,134.89237866788,99.595714834288,BRA
BIGMAC_BRA,2015-01-31,13.5,2.59275,5.206826728377201,2.8183716075157004,8.702019381569999,68.455481719373,66.202370955348,63.370459872897996,125.17167057604,77.623149383053,BRA
BIGMAC_BRA,2015-07-31,13.5,3.15235,4.2825193902961,2.8183716075157004,-10.594584753733999,35.074616351097,41.315664858544004,33.298404334336,85.591243990965,48.955110812863,BRA
BIGMAC_BRA,2016-01-31,13.5,4.0248,3.3542039355993,2.7383367139959,-31.963409014213,7.1096249924008,15.873400337805,15.863543936496,43.132737383286,18.275336405158,BRA
BIGMAC_BRA,2016-07-31,15.5,3.24145,4.7818106094495,3.0753968253968003,-5.122805368066,55.517210935278996,52.972257997884995,79.120537979879,82.471360059575,70.098757375533,BRA
BIGMAC_BRA,2017-01-31,16.5,3.22395,5.1179453775648,3.2608695652174,1.1451655645215,67.550944500326,70.708447090318,104.38215427626,109.25055260887,79.153340004409,BRA
BIGMAC_BRA,2017-07-31,16.5,3.2343,5.1015675725814,3.1132075471698,-3.744008064502,56.850781701181,54.49709250929,82.226972063857,113.06021126482,73.448283651401,BRA
BIGMAC_BRA,2018-01-31,16.5,3.2279,5.1116825180458,3.125,-3.1878310976176,60.96260419806301,43.624963862419,65.014638445817,109.83249477906,59.84949875465,BRA
BIGMAC_BRA,2018-07-31,16.9,3.83835,4.402933552177402,3.0671506352087,-20.1,34.7,28.1,46.9,75.1,39.8,BRA
BIGMAC_BRA,2019-01-31,16.9,3.71795,4.5455156739601,3.0286738351254,-18.5,40.6,37.0,60.1,78.9,46.3,BRA
BIGMAC_BRA,2019-07-31,17.5,3.8073,4.5964331678617,3.0487804878049,-19.9,30.7,35.5,54.7,74.3,48.3,BRA
BIGMAC_BRA,2020-01-31,19.9,4.1419,4.8045582945025185,3.5097001763668407,-15.264,42.0,46.0,54.90000000000001,87.1,55.1,BRA
BIGMAC_BRA,2020-07-31,20.9,5.34045,3.91352788622682,3.6602451838879193,-31.462,19.1,16.8,33.6,52.3,27.4,BRA
BIGMAC_BRA,2021-01-31,21.9,5.5046,3.9784907168549903,3.8692579505300313,-29.7,20.1,6.6000000000000005,27.500000000000004,48.4,17.2,BRA
BIGMAC_BRA,2021-07-31,22.9,5.24865,4.36302668305183,4.05309734513274,-22.778000000000002,31.512,20.444000000000006,30.181,73.92399999999998,32.009,BRA
BIGMAC_BRA,2022-01-31,22.9,5.31,4.31261770244821,3.941480206540447,-25.773000000000003,22.899,18.735,24.401,76.575,17.319000000000006,BRA
BIGMAC_CAN,2000-04-30,2.85,1.47,1.94,1.1354581673307,-22.757947800634,,,,,,CAN
BIGMAC_CAN,2001-04-30,3.33,1.56,2.14,1.3110236220471998,-15.960024227741,,,,,,CAN
BIGMAC_CAN,2002-04-30,3.33,1.57,2.12,1.3373493975903998,-14.81850970762,,,,,,CAN
BIGMAC_CAN,2003-04-30,3.2,1.45,2.17,1.1808118081181005,-18.564702888408,,,,,,CAN
BIGMAC_CAN,2004-05-31,3.19,1.37,2.33,1.1,-19.70802919708,,,,,,CAN
BIGMAC_CAN,2005-06-30,3.28,1.2494,2.6252601248599,1.0718954248366,-14.207185462094,,,,,,CAN
BIGMAC_CAN,2006-01-31,3.52,1.1704,3.0075187969925,1.1174603174603,-4.5232127938895,,,,,,CAN
BIGMAC_CAN,2006-05-31,3.52,1.12045,3.1415948949083,1.1354838709677,1.3417708034934,,,,,,CAN
BIGMAC_CAN,2007-01-31,3.63,1.17485,3.0897561390816004,1.1273291925466,-4.044840401193,,,,,,CAN
BIGMAC_CAN,2007-06-30,3.88,1.05345,3.683136361479,1.1378299120235,8.0098639729897,,,,,,CAN
BIGMAC_CAN,2008-06-30,4.09,1.00355,4.0755318618903,1.1456582633053,14.160556355470002,,,,,,CAN
BIGMAC_CAN,2009-07-31,3.89,1.16085,3.3509928069949,1.0896358543417,-6.13465526625,,,,,,CAN
BIGMAC_CAN,2010-01-31,4.12,1.0368,3.9737654320988,1.1508379888268,10.999034416167,,,,,,CAN
BIGMAC_CAN,2010-07-31,4.17,1.04235,4.0005756223917,1.1169642857143,7.158275599778,,,,,,CAN
BIGMAC_CAN,2011-07-31,4.73,0.94585,5.0007929375694005,1.1635916359164,23.020736471571997,24.443016730127002,-8.7043562588581,14.467734312927,17.967626201259,20.440910865212,CAN
BIGMAC_CAN,2012-01-31,4.73,1.02095,4.6329399089084005,1.1269364007605,10.381154881287,11.539703699998,-4.953073503835,9.1598724083259,7.6516733430663,11.937869579767,CAN
BIGMAC_CAN,2012-07-31,5.12,1.01945,5.0223159546814005,1.1831311380705,16.055827953355,17.219036348207,5.5554360472738,9.2364562099427,18.856028827631,24.583750335658003,CAN
BIGMAC_CAN,2013-01-31,5.41,1.0029,5.394356366537,1.2387244496387,23.514253628344,21.154868009762,0.49216818449287,13.908482411113,47.254624418568,26.427343864513002,CAN
